Symbol,Name,Country,Sector,IPO Year,Industry
BIO,Bio-Rad Laboratories Inc. Class A Common Stock,United States,Industrials,1980.0,Biotechnology: Laboratory Analytical Instruments
IP,International Paper Company Common Stock,United States,Industrials,,Containers/Packaging
CS,Credit Suisse Group American Depositary Shares,Switzerland,Finance,,Investment Bankers/Brokers/Service
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),,Basic Materials,2018.0,Paper
ZNH,China Southern Airlines Company Limited Common Stock,China,Consumer Discretionary,1997.0,Air Freight/Delivery Services
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),Brazil,Telecommunications,2020.0,Telecommunications Equipment
TRMB,Trimble Inc. Common Stock,United States,Industrials,1990.0,Industrial Machinery/Components
ELS,Equity Lifestyle Properties Inc. Common Stock,United States,Real Estate,,Real Estate Investment Trusts
SNA,Snap-On Incorporated Common Stock,United States,Consumer Discretionary,,Diversified Manufacture
AXON,Axon Enterprise Inc. Common Stock,United States,Consumer Discretionary,2001.0,Military/Government/Technical
POOL,Pool Corporation Common Stock,United States,Industrials,1995.0,Industrial Machinery/Components
RS,Reliance Steel & Aluminum Co. Common Stock (DE),United States,Industrials,1994.0,Steel/Iron Ore
ARES,Ares Management Corporation Class A Common Stock,,Finance,2014.0,Investment Managers
PKG,Packaging Corporation of America Common Stock,United States,Basic Materials,2000.0,Paper
GRAB,Grab Holdings Limited Class A Ordinary Shares,Singapore,Consumer Discretionary,,Business Services
NBIX,Neurocrine Biosciences Inc. Common Stock,United States,Health Care,1996.0,Biotechnology: Biological Products (No Diagnostic Substances)
CPT,Camden Property Trust Common Stock,United States,Real Estate,1993.0,Real Estate Investment Trusts
ACM,AECOM Common Stock,United States,Consumer Discretionary,2007.0,Military/Government/Technical
ZI,ZoomInfo Technologies Inc Common Stock,United States,Technology,2020.0,Computer Software: Prepackaged Software
SNN,Smith & Nephew SNATS Inc. Common Stock,United Kingdom,Health Care,,Industrial Specialties
TFX,Teleflex Incorporated Common Stock,United States,Health Care,,Medical/Dental Instruments
UHAL,U-Haul Holding Company Common Stock,United States,Consumer Discretionary,2022.0,Rental/Leasing Companies
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),United States,Health Care,,Biotechnology: Pharmaceutical Preparations
AFG,American Financial Group Inc. Common Stock,United States,Finance,,Property-Casualty Insurers
TTC,Toro Company (The) Common Stock,United States,Consumer Discretionary,,Tools/Hardware
LCID,Lucid Group Inc. Common Stock,United States,Consumer Discretionary,,Auto Manufacturing
GL,Globe Life Inc. Common Stock,United States,Finance,,Life Insurance
GDDY,GoDaddy Inc. Class A Common Stock,United States,Technology,2015.0,EDP Services
HST,Host Hotels & Resorts Inc. Common Stock,United States,Real Estate,,Real Estate Investment Trusts
QGEN,Qiagen N.V. Common Shares ,Netherlands,Health Care,,Biotechnology: Biological Products (No Diagnostic Substances)
CNA,CNA Financial Corporation Common Stock,United States,Finance,,Property-Casualty Insurers
ACI,Albertsons Companies Inc. Class A Common Stock,United States,Consumer Staples,2020.0,Food Chains
GGG,Graco Inc. Common Stock,United States,Industrials,,Fluid Controls
MTCH,Match Group Inc. Common Stock,United States,Technology,,Computer Software: Programming Data Processing
TAP,Molson Coors Beverage Company Class B Common Stock,Canada,Consumer Staples,,Beverages (Production/Distribution)
NI,NiSource Inc Common Stock,United States,Utilities,,Power Generation
CRL,Charles River Laboratories International Inc. Common Stock,United States,Consumer Discretionary,2000.0,EDP Services
BILL,Bill.com Holdings Inc. Common Stock,,Technology,2019.0,Computer Software: Prepackaged Software
U,Unity Software Inc. Common Stock,United States,Technology,2020.0,Retail: Computer Software & Peripheral Equipment
PARA,Paramount Global Class B Common Stock,United States,Consumer Discretionary,,Movies/Entertainment
CE,Celanese Corporation Celanese Corporation Common Stock,United States,Industrials,2005.0,Major Chemicals
NMR,Nomura Holdings Inc ADR American Depositary Shares,Japan,Finance,,Investment Bankers/Brokers/Service
HSIC,Henry Schein Inc. Common Stock,United States,Health Care,1995.0,Medical Specialities
DOCU,DocuSign Inc. Common Stock,United States,Technology,2018.0,EDP Services
CHRW,C.H. Robinson Worldwide Inc. Common Stock,United States,Consumer Discretionary,1997.0,Oil Refining/Marketing
OKTA,Okta Inc. Class A Common Stock,United States,Technology,2017.0,EDP Services
SWK,Stanley Black & Decker Inc. Common Stock,United States,Consumer Discretionary,,Diversified Manufacture
LBRDK,Liberty Broadband Corporation Class C Common Stock,United States,Consumer Discretionary,,Telecommunications Equipment
FCNCA,First Citizens BancShares Inc. Class A Common Stock,United States,Finance,,Major Banks
TRU,TransUnion Common Stock,United States,Finance,2015.0,Advertising
PCTY,Paylocity Holding Corporation Common Stock,United States,Technology,2014.0,Computer Software: Prepackaged Software
DT,Dynatrace Inc. Common Stock,United States,Technology,2019.0,EDP Services
LBRDA,Liberty Broadband Corporation Class A Common Stock,United States,Consumer Discretionary,,Telecommunications Equipment
CG,The Carlyle Group Inc. Common Stock,United States,Finance,2012.0,Investment Managers
KEP,Korea Electric Power Corporation Common Stock,South Korea,Industrials,1994.0,Electrical Products
SCI,Service Corporation International Common Stock,United States,Consumer Discretionary,,Other Consumer Services
BXP,Boston Properties Inc. Common Stock,United States,Real Estate,1997.0,Real Estate Investment Trusts
ARMK,Aramark Common Stock,,Technology,2013.0,Interactive Media
REG,Regency Centers Corporation Common Stock,United States,Real Estate,1993.0,Real Estate Investment Trusts
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,,Real Estate,2013.0,Real Estate Investment Trusts
DOX,Amdocs Limited Ordinary Shares,Guernsey,Technology,,EDP Services
BSY,Bentley Systems Incorporated Class B Common Stock,United States,Technology,2020.0,Retail: Computer Software & Peripheral Equipment
BAP,Credicorp Ltd. Common Stock,Peru,Finance,,Major Banks
MKTX,MarketAxess Holdings Inc. Common Stock,United States,Finance,2004.0,Investment Bankers/Brokers/Service
MAS,Masco Corporation Common Stock,United States,Industrials,,Building Products
NLY,Annaly Capital Management Inc. Common Stock,United States,Real Estate,,Real Estate Investment Trusts
NWS,News Corporation Class B Common Stock,United States,Consumer Discretionary,,Movies/Entertainment
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Ireland,Technology,2002.0,Electronic Components
DECK,Deckers Outdoor Corporation Common Stock,United States,Consumer Discretionary,1993.0,Shoe Manufacturing
NWSA,News Corporation Class A Common Stock,United States,Consumer Discretionary,,Movies/Entertainment
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),United Kingdom,Consumer Discretionary,,Hotels/Resorts
JNPR,Juniper Networks Inc. Common Stock,United States,Technology,1999.0,Computer peripheral equipment
VFC,V.F. Corporation Common Stock,United States,Consumer Discretionary,,Apparel
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,Israel,Health Care,,Biotechnology: Pharmaceutical Preparations
FNF,FNF Group of Fidelity National Financial Inc. Common Stock,United States,Finance,2014.0,Specialty Insurers
BCH,Banco De Chile Banco De Chile ADS,Chile,Finance,,Commercial Banks
UHS,Universal Health Services Inc. Common Stock,United States,Health Care,,Hospital/Nursing Management
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),Ireland,Health Care,2007.0,Biotechnology: Pharmaceutical Preparations
AEG,AEGON N.V. Common Stock,Netherlands,Finance,,Life Insurance
PSNY,Polestar Automotive Holding UK PLC Class A ADS,Sweden,Consumer Discretionary,,Auto Manufacturing
SSL,Sasol Ltd. American Depositary Shares,South Africa,Energy,,Oil & Gas Production
